#name (cmd = mergePeaks -d given S5P-1-peaks.txt S5P-2-peaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	S5P-1-peaks.txt	S5P-2-peaks.txt
Merged-chr3-136669837-2	chr3	136669670	136670021	+	56.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-247	chr3-260
Merged-chr14-32085511-2	chr14	32085346	32085693	+	96.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-48	chr14-81
Merged-chr3-54734989-2	chr3	54734819	54735163	+	57.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-249	chr3-256
Merged-chr14-63193708-2	chr14	63193506	63193895	+	104.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-49	chr14-59
Merged-chr16-17922090-2	chr16	17921886	17922279	+	37.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-350	chr16-264
Merged-chr16-90165154-2	chr16	90164931	90165393	+	29.850000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-353	chr16-427
Merged-chr16-52031642-2	chr16	52031472	52031816	+	29.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-356	chr16-426
Merged-chr16-62854386-2	chr16	62854195	62854562	+	27.350000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-357	chr16-496
Merged-chr16-10467424-2	chr16	10467229	10467636	+	37.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-358	chr16-244
Merged-chr16-32430900-2	chr16	32430603	32431181	+	24.700001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-359	chr16-656
Merged-chr3-104864401-2	chr3	104864182	104864604	+	51.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-250	chr3-348
Merged-chr3-119783089-2	chr3	119782793	119783370	+	60.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-251	chr3-216
Merged-chr14-57798256-2	chr14	57798076	57798421	+	113.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-51	chr14-47
Merged-chr3-41528394-2	chr3	41528215	41528559	+	51.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-252	chr3-324
Merged-chr3-133310219-2	chr3	133310049	133310393	+	54.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-253	chr3-305
Merged-chr14-56885597-2	chr14	56885420	56885764	+	102.149994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-54	chr14-70
Merged-chr3-130709369-2	chr3	130709194	130709538	+	49.700001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-255	chr3-373
Merged-chr14-47649285-2	chr14	47649102	47649484	+	97.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-55	chr14-68
Merged-chr3-32736703-2	chr3	32736534	32736878	+	55.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-256	chr3-265
Merged-chr14-19751031-2	chr14	19750867	19751211	+	107.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-56	chr14-42
Merged-chr3-130695068-2	chr3	130694901	130695251	+	52.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-257	chr3-310
Merged-chr14-105177490-2	chr14	105177319	105177678	+	97.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-57	chr14-71
Merged-chr14-32201845-2	chr14	32201672	32202035	+	98.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-58	chr14-74
Merged-chr3-62506989-2	chr3	62506822	62507166	+	59.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-259	chr3-222
Merged-chr14-32322099-2	chr14	32321934	32322280	+	91.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-59	chr14-87
Merged-chr5-64013025-2	chr5	64012838	64013196	+	14.100000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-2052	chr5-1409
Merged-chr5-88583544-2	chr5	88583363	88583709	+	12.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-2058	chr5-2152
Merged-chr13-94646257-2	chr13	94646018	94646480	+	12.050000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr13-1330	chr13-1294
Merged-chr16-38341719-2	chr16	38341540	38341884	+	29.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-360	chr16-444
Merged-chr16-10170269-2	chr16	10170096	10170440	+	33.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-362	chr16-318
Merged-chr16-85173634-2	chr16	85173449	85173835	+	33.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-365	chr16-327
Merged-chr16-16146722-2	chr16	16146556	16146904	+	28.650000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-367	chr16-466
Merged-chr3-107631638-2	chr3	107631468	107631824	+	53.700001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-260	chr3-280
Merged-chr14-48998772-2	chr14	48998601	48998945	+	103.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-60	chr14-63
Merged-chr3-121815110-2	chr3	121814934	121815302	+	48.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-261	chr3-393
Merged-chr14-21481452-2	chr14	21481269	21481620	+	108.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-62	chr14-38
Merged-chr3-88914113-2	chr3	88913933	88914278	+	50.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-263	chr3-314
Merged-chr14-76414374-2	chr14	76414210	76414554	+	91.399994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-63	chr14-95
Merged-chr3-86863268-2	chr3	86863083	86863438	+	53.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-264	chr3-269
Merged-chr14-32513651-2	chr14	32513443	32513844	+	91.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-64	chr14-80
Merged-chr3-93597573-2	chr3	93597394	93597769	+	57.799999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-265	chr3-238
Merged-chr14-78849310-2	chr14	78849118	78849487	+	87.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-65	chr14-100
Merged-chr14-62332189-2	chr14	62332020	62332364	+	86.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-66	chr14-118
Merged-chr3-63295561-2	chr3	63295361	63295745	+	60.950001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-267	chr3-207
Merged-chr3-89715084-2	chr3	89714885	89715267	+	50.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-268	chr3-323
Merged-chr14-34774192-2	chr14	34773974	34774395	+	97.350006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-68	chr14-58
Merged-chr16-32124993-2	chr16	32124825	32125169	+	28.799999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-371	chr16-434
Merged-chr16-36041285-2	chr16	36041097	36041489	+	30.450001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-372	chr16-395
Merged-chr16-4719058-2	chr16	4718882	4719251	+	34.700001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-376	chr16-296
Merged-chr16-34690831-2	chr16	34690604	34691075	+	30.350000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-378	chr16-387
Merged-chr3-66985782-2	chr3	66985614	66985966	+	53.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-270	chr3-272
Merged-chr14-63171370-2	chr14	63171171	63171585	+	89.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-70	chr14-89
Merged-chr3-108210338-2	chr3	108210157	108210504	+	52.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-271	chr3-303
Merged-chr14-65833847-2	chr14	65833667	65834011	+	91.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-71	chr14-84
Merged-chr3-95042503-2	chr3	95042337	95042685	+	48.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-272	chr3-359
Merged-chr14-14703160-2	chr14	14702995	14703339	+	106.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-72	chr14-50
Merged-chr3-145118511-2	chr3	145118209	145118829	+	44.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-273	chr3-482
Merged-chr14-75834553-2	chr14	75834385	75834729	+	87.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-73	chr14-94
Merged-chr14-21831068-2	chr14	21830880	21831240	+	104.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-74	chr14-40
Merged-chr3-84040018-2	chr3	84039845	84040207	+	52.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-275	chr3-308
Merged-chr14-63606161-2	chr14	63605937	63606369	+	93.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-75	chr14-73
Merged-chr3-83766378-2	chr3	83766193	83766547	+	56.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-276	chr3-237
Merged-chr3-129831069-2	chr3	129830901	129831245	+	55.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-277	chr3-250
Merged-chr14-103070371-2	chr14	103070165	103070562	+	88.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-77	chr14-93
Merged-chr14-56877917-2	chr14	56877708	56878143	+	90.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-78	chr14-86
Merged-chr3-57575760-2	chr3	57575573	57575932	+	47.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-279	chr3-349
Merged-chr14-63508701-2	chr14	63508534	63508884	+	103.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-79	chr14-43
Merged-chr10-40883948-2	chr10	40883781	40884125	+	43.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-401	chr10-319
Merged-chr10-41887509-2	chr10	41887344	41887690	+	33.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-402	chr10-602
Merged-chr10-81136605-2	chr10	81136422	81136772	+	36.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-406	chr10-459
Merged-chr16-16506833-2	chr16	16506625	16507057	+	27.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-383	chr16-481
Merged-chr16-32114852-2	chr16	32114670	32115050	+	35.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-386	chr16-282
Merged-chr16-50528944-2	chr16	50528772	50529132	+	26.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-387	chr16-549
Merged-chr16-14177557-2	chr16	14177377	14177753	+	29.350000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-389	chr16-415
Merged-chr3-95645771-2	chr3	95645598	95645942	+	53.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-280	chr3-253
Merged-chr14-60251358-2	chr14	60251189	60251533	+	86.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-80	chr14-96
Merged-chr3-96172316-2	chr3	96172133	96172516	+	43.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-281	chr3-444
Merged-chr3-152340309-2	chr3	152340133	152340501	+	44.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-282	chr3-378
Merged-chr14-55722124-2	chr14	55721950	55722294	+	95.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-82	chr14-65
Merged-chr14-26534850-2	chr14	26534681	26535025	+	94.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-83	chr14-66
Merged-chr3-100162343-2	chr3	100162164	100162508	+	51.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-284	chr3-284
Merged-chr14-30654439-2	chr14	30654264	30654608	+	83.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-85	chr14-114
Merged-chr14-121798110-2	chr14	121797926	121798279	+	85.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-86	chr14-105
Merged-chr3-89418241-2	chr3	89418071	89418415	+	53.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-287	chr3-261
Merged-chr14-26638242-2	chr14	26638042	26638427	+	89.100006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-87	chr14-82
Merged-chr3-89436888-2	chr3	89436716	89437060	+	46.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-288	chr3-369
Merged-chr10-11343574-2	chr10	11343387	11343777	+	45.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-410	chr10-261
Merged-chr14-31251188-2	chr14	31251017	31251361	+	93.649994	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-89	chr14-60
Merged-chr10-25432479-2	chr10	25432307	25432667	+	38.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-411	chr10-426
Merged-chr10-61680392-2	chr10	61680211	61680558	+	40.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-412	chr10-353
Merged-chr10-100015849-2	chr10	100015676	100016020	+	35.599998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-413	chr10-501
Merged-chr10-108332189-2	chr10	108332022	108332366	+	37.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-415	chr10-429
Merged-chr10-87927190-2	chr10	87926998	87927367	+	36.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-418	chr10-463
Merged-chr10-59795888-2	chr10	59795683	59796110	+	39.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-419	chr10-386
Merged-chr16-81036937-2	chr16	81036703	81037156	+	34.950001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-390	chr16-283
Merged-chr16-13987213-2	chr16	13987045	13987398	+	32.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-391	chr16-334
Merged-chr16-87454992-2	chr16	87454801	87455167	+	30.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-392	chr16-392
Merged-chr16-4475370-2	chr16	4475201	4475545	+	28.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-393	chr16-413
Merged-chr16-29946345-2	chr16	29946103	29946572	+	26.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-394	chr16-525
Merged-chr16-35588925-2	chr16	35588749	35589093	+	29.350000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-395	chr16-400
Merged-chr16-37011589-2	chr16	37011416	37011760	+	29.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-396	chr16-378
Merged-chr16-90434964-2	chr16	90434756	90435189	+	33.549999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-397	chr16-300
Merged-chr16-96145537-2	chr16	96145348	96145742	+	33.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr16-398	chr16-303
Merged-chr14-47298386-2	chr14	47298215	47298559	+	81.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-90	chr14-117
Merged-chr3-95954919-2	chr3	95954743	95955087	+	50.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-291	chr3-287
Merged-chr14-32317944-2	chr14	32317776	32318120	+	85.350006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-91	chr14-99
Merged-chr3-104220326-2	chr3	104220159	104220503	+	50.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-292	chr3-315
Merged-chr14-46822167-2	chr14	46821984	46822366	+	76.600006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-92	chr14-148
Merged-chr3-116594789-2	chr3	116594623	116594972	+	47.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-293	chr3-332
Merged-chr14-61134755-2	chr14	61134549	61134945	+	89.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-93	chr14-67
Merged-chr3-89164493-2	chr3	89164210	89164761	+	49.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-294	chr3-317
Merged-chr14-56812085-2	chr14	56811914	56812258	+	87.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-94	chr14-78
Merged-chr3-89202988-2	chr3	89202823	89203169	+	45.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-295	chr3-376
Merged-chr14-52305064-2	chr14	52304895	52305239	+	81.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-95	chr14-98
Merged-chr3-126443262-2	chr3	126443024	126443485	+	43.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-296	chr3-409
Merged-chr14-34460466-2	chr14	34460290	34460634	+	90.199997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-96	chr14-72
Merged-chr3-65392516-2	chr3	65392345	65392689	+	58.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-297	chr3-219
Merged-chr14-54603268-2	chr14	54603097	54603441	+	83.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-97	chr14-112
Merged-chr14-76110962-2	chr14	76110795	76111139	+	85.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-98	chr14-90
Merged-chr3-55977267-2	chr3	55977093	55977458	+	50.449997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr3-299	chr3-297
Merged-chr14-21500983-2	chr14	21500782	21501201	+	81.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr14-99	chr14-109
Merged-chr10-25319146-2	chr10	25318977	25319332	+	39.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-421	chr10-355
Merged-chr10-76027637-2	chr10	76027319	76027940	+	31.650000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-422	chr10-619
Merged-chr10-117148443-2	chr10	117148278	117148622	+	35.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-423	chr10-487
Merged-chr10-34418413-2	chr10	34418247	34418596	+	37.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-426	chr10-401
Merged-chr10-42465233-2	chr10	42465007	42465443	+	33.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-430	chr10-542
Merged-chr10-115271806-2	chr10	115271634	115271978	+	41.299999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-432	chr10-335
Merged-chr10-120475851-2	chr10	120475682	120476037	+	42.950001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-435	chr10-293
Merged-chr10-39369855-2	chr10	39369670	39370025	+	36.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-436	chr10-410
Merged-chr10-13501178-2	chr10	13500954	13501419	+	36.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-439	chr10-439
Merged-chr10-112928906-2	chr10	112928729	112929100	+	35.950001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-442	chr10-424
Merged-chr10-18559484-2	chr10	18559317	18559667	+	37.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-444	chr10-384
Merged-chr10-89443655-2	chr10	89443333	89443962	+	31.550001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-445	chr10-609
Merged-chr10-118141522-2	chr10	118141332	118141728	+	35.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-446	chr10-470
Merged-chr10-71448302-2	chr10	71448127	71448471	+	36.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-447	chr10-430
Merged-chr10-15263109-2	chr10	15262907	15263327	+	36.900002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-449	chr10-400
Merged-chr10-92722274-2	chr10	92722085	92722480	+	38.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-451	chr10-364
Merged-chr10-23813046-2	chr10	23812872	23813236	+	43.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-454	chr10-262
Merged-chr10-76531717-2	chr10	76531542	76531886	+	33.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-455	chr10-518
Merged-chr10-120227109-2	chr10	120226925	120227278	+	35.050003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-458	chr10-465
Merged-chr10-80577235-2	chr10	80577069	80577418	+	37.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-459	chr10-373
Merged-chr10-81192571-2	chr10	81192398	81192742	+	36.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-460	chr10-420
Merged-chr10-8833027-2	chr10	8832818	8833220	+	38.950001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-461	chr10-344
Merged-chr10-34019518-2	chr10	34019342	34019686	+	33.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-462	chr10-505
Merged-chr10-100487242-2	chr10	100487058	100487410	+	34.650002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-465	chr10-434
Merged-chr10-121569246-2	chr10	121568991	121569485	+	31.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-467	chr10-528
Merged-chr10-127311601-2	chr10	127311422	127311796	+	30.150002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-469	chr10-673
Merged-chr10-68180607-2	chr10	68180312	68180887	+	37.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-472	chr10-346
Merged-chr10-120523022-2	chr10	120522857	120523204	+	35.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-473	chr10-409
Merged-chr10-128368936-2	chr10	128368750	128369107	+	30.799999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-474	chr10-580
Merged-chr10-45067208-2	chr10	45067016	45067385	+	33.700001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-475	chr10-457
Merged-chr10-79555056-2	chr10	79554883	79555227	+	34.200001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-477	chr10-458
Merged-chr10-130470493-2	chr10	130470327	130470675	+	31.050001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-483	chr10-563
Merged-chr10-61695595-2	chr10	61695430	61695776	+	31.300001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-484	chr10-565
Merged-chr10-79984741-2	chr10	79984563	79984935	+	32.699997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-486	chr10-486
Merged-chr10-80249505-2	chr10	80249322	80249672	+	33.800003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-487	chr10-441
Merged-chr10-81070163-2	chr10	81069999	81070344	+	35.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-488	chr10-405
Merged-chr10-120113223-2	chr10	120113053	120113397	+	32.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-489	chr10-499
Merged-chr10-78009651-2	chr10	78009471	78009815	+	35.049999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-490	chr10-390
Merged-chr10-95940781-2	chr10	95940596	95940983	+	28.949999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-491	chr10-699
Merged-chr10-13553225-2	chr10	13553052	13553396	+	32.099998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-492	chr10-495
Merged-chr10-53413257-2	chr10	53413049	53413450	+	28.500000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-493	chr10-693
Merged-chr10-79400381-2	chr10	79400201	79400546	+	31.849998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-494	chr10-536
Merged-chr10-93432725-2	chr10	93432550	93432894	+	33.799999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-495	chr10-464
Merged-chr10-11149547-2	chr10	11149348	11149731	+	33.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-497	chr10-451
Merged-chr10-29313382-2	chr10	29313207	29313551	+	30.900000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-498	chr10-570
Merged-chr10-76032699-2	chr10	76032499	76032883	+	30.650000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr10-499	chr10-555
Merged-chr18-67511100-2	chr18	67510916	67511268	+	26.650000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-301	chr18-383
Merged-chr18-24515990-2	chr18	24515821	24516165	+	32.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-302	chr18-254
Merged-chr18-36801938-2	chr18	36801768	36802125	+	28.000000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-303	chr18-345
Merged-chr18-84685528-2	chr18	84685360	84685704	+	31.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-305	chr18-257
Merged-chr18-9593795-2	chr18	9593617	9593961	+	29.250000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-307	chr18-302
Merged-chr18-31517730-2	chr18	31517531	31517914	+	27.150000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-308	chr18-358
Merged-chr5-107597491-2	chr5	107597310	107597656	+	71.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-200	chr5-233
Merged-chr5-45493526-2	chr5	45493358	45493702	+	78.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-201	chr5-139
Merged-chr5-31180224-2	chr5	31180055	31180399	+	76.550003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-202	chr5-166
Merged-chr5-121220060-2	chr5	121219895	121220241	+	78.349998	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-204	chr5-156
Merged-chr5-76905395-2	chr5	76905215	76905559	+	65.949997	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-207	chr5-253
Merged-chr5-115158502-2	chr5	115158297	115158691	+	70.850006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-208	chr5-209
Merged-chr5-137294353-2	chr5	137294178	137294522	+	73.850006	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-209	chr5-191
Merged-chr18-57354807-2	chr18	57354606	57354993	+	29.400000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-310	chr18-297
Merged-chr18-74207657-2	chr18	74207491	74207839	+	23.850000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-311	chr18-528
Merged-chr18-34815659-2	chr18	34815488	34815832	+	24.900000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-312	chr18-469
Merged-chr18-49979574-2	chr18	49979403	49979747	+	28.700001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-314	chr18-308
Merged-chr18-64875391-2	chr18	64875219	64875563	+	25.549999	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-315	chr18-415
Merged-chr18-34887234-2	chr18	34887058	34887426	+	32.700001	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-317	chr18-238
Merged-chr18-53691588-2	chr18	53691411	53691755	+	23.900000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr18-319	chr18-500
Merged-chr5-150665554-2	chr5	150665375	150665719	+	64.400002	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-210	chr5-301
Merged-chr5-32611100-2	chr5	32610814	32611402	+	65.750000	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-211	chr5-274
Merged-chr5-96209962-2	chr5	96209782	96210126	+	66.300003	S5P-1-peaks.txt|S5P-2-peaks.txt	2	chr5-212	chr5-276
