#name (cmd = mergePeaks -d given K27m3-1-peaks.txt K27m3-2-peaks.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	K27m3-1-peaks.txt	K27m3-2-peaks.txt
Merged-chr2-73385693-2	chr2	73385487	73385904	+	17.549999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-849	chr2-1115
Merged-chr2-140396668-2	chr2	140396455	140396886	+	12.650000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-1573	chr2-1281
Merged-chr2-144143938-2	chr2	144143776	144144096	+	11.250000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-1576	chr2-1355
Merged-chr2-137115457-2	chr2	137115176	137115734	+	24.200001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-864	chr2-602
Merged-chr15-84854552-2	chr15	84854347	84854762	+	62.299999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr15-80	chr15-47
Merged-chr15-58075776-2	chr15	58075548	58076009	+	52.700001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr15-89	chr15-132
Merged-chr2-157665361-2	chr2	157665091	157665636	+	19.450001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-870	chr2-808
Merged-chr2-6100978-2	chr2	6100769	6101183	+	19.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-878	chr2-814
Merged-chr15-73840474-2	chr15	73840313	73840632	+	51.650002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr15-90	chr15-110
Merged-chr15-78718521-2	chr15	78718346	78718693	+	54.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr15-92	chr15-97
Merged-chr2-27141664-2	chr2	27141453	27141880	+	20.049999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-885	chr2-818
Merged-chr4-151994972-2	chr4	151994785	151995155	+	25.950001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr4-806	chr4-210
Merged-chr4-88781532-2	chr4	88781377	88781684	+	27.200001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr4-838	chr4-385
Merged-chr11-35798436-2	chr11	35798252	35798616	+	90.949997	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-21	chr11-16
Merged-chr11-94473713-2	chr11	94473552	94473871	+	83.199997	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-22	chr11-52
Merged-chr11-94991784-2	chr11	94991554	94992011	+	73.949997	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-25	chr11-100
Merged-chr11-4948598-2	chr11	4948398	4948795	+	76.000000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-59	chr11-37
Merged-chr11-80301378-2	chr11	80301159	80301601	+	73.199997	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-60	chr11-51
Merged-chr11-69802236-2	chr11	69802020	69802457	+	73.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-64	chr11-76
Merged-chr6-134793715-2	chr6	134793417	134794017	+	15.400000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr6-800	chr6-541
Merged-chrX-94235838-2	chrX	94235572	94236101	+	13.250000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chrX-301	chrX-172
Merged-chr6-47673010-2	chr6	47672830	47673194	+	13.250000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr6-829	chr6-775
Merged-chr6-53795174-2	chr6	53794984	53795360	+	8.940001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr6-840	chr6-1311
Merged-chr6-87043377-2	chr6	87043147	87043611	+	10.335000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr6-864	chr6-1483
Merged-chr11-43767619-2	chr11	43767447	43767788	+	13.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1103	chr11-1086
Merged-chr6-136913964-2	chr6	136913782	136914151	+	13.550000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr6-895	chr6-657
Merged-chr11-59848464-2	chr11	59848217	59848715	+	14.050000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1113	chr11-1208
Merged-chr11-94600978-2	chr11	94600724	94601236	+	14.150000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1154	chr11-1169
Merged-chr11-97440404-2	chr11	97440193	97440611	+	18.200001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1164	chr11-626
Merged-chr11-103361183-2	chr11	103360914	103361457	+	17.299999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1174	chr11-731
Merged-chr8-84902031-2	chr8	84901856	84902211	+	9.250000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr8-805	chr8-1171
Merged-chr8-88648129-2	chr8	88647945	88648317	+	12.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr8-811	chr8-696
Merged-chr8-119395475-2	chr8	119395282	119395664	+	13.150000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr8-835	chr8-737
Merged-chr8-119897224-2	chr8	119897035	119897409	+	14.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr8-838	chr8-535
Merged-chr8-123654876-2	chr8	123654636	123655112	+	10.005000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr8-845	chr8-1035
Merged-chr8-124616970-2	chr8	124616713	124617231	+	10.145000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr8-846	chr8-1110
Merged-chr2-119167364-2	chr2	119167189	119167544	+	21.950001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-912	chr2-632
Merged-chr2-150500662-2	chr2	150500499	150500830	+	15.600000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-922	chr2-1285
Merged-chr2-11062334-2	chr2	11062171	11062493	+	18.200001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-936	chr2-1142
Merged-chr2-25241865-2	chr2	25241679	25242056	+	15.000000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-941	chr2-1240
Merged-chr2-25263669-2	chr2	25263514	25263829	+	15.000000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-942	chr2-1387
Merged-chr2-32450663-2	chr2	32450447	32450884	+	17.299999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-948	chr2-927
Merged-chr2-61837854-2	chr2	61837611	61838094	+	13.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-957	chr2-1559
Merged-chr2-67566826-2	chr2	67566547	67567102	+	19.900000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-958	chr2-824
Merged-chr2-165368674-2	chr2	165368499	165368845	+	20.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-979	chr2-833
Merged-chr2-32851865-2	chr2	32851627	32852107	+	10.650000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-1699	chr2-1757
Merged-chr2-18646989-2	chr2	18646708	18647266	+	12.600000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-988	chr2-1732
Merged-chr4-43876831-2	chr4	43876547	43877119	+	14.800000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr4-914	chr4-746
Merged-chr4-88759806-2	chr4	88759649	88759960	+	22.549999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr4-931	chr4-499
Merged-chr4-124197494-2	chr4	124197319	124197665	+	11.700000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr4-959	chr4-1341
Merged-chr4-136070632-2	chr4	136070463	136070806	+	16.049999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr4-976	chr4-679
Merged-chr4-146068085-2	chr4	146067925	146068242	+	11.855000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr4-988	chr4-1630
Merged-chr4-147187747-2	chr4	147187525	147187973	+	12.950000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr4-989	chr4-1383
Merged-chr4-8238717-2	chr4	8238565	8238871	+	15.700000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr4-999	chr4-557
Merged-chr6-48025427-2	chr6	48025197	48025662	+	9.080000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr6-926	chr6-1442
Merged-chr6-49368565-2	chr6	49368405	49368722	+	10.505000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr6-930	chr6-862
Merged-chr6-114636655-2	chr6	114636503	114636809	+	13.850000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr6-977	chr6-831
Merged-chr11-36002027-2	chr11	36001820	36002238	+	12.300000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1212	chr11-1202
Merged-chr2-34638098-2	chr2	34637916	34638276	+	8.635000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-1705	chr2-2533
Merged-chr8-125012005-2	chr8	125011825	125012181	+	12.800000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr8-984	chr8-602
Merged-chr2-75589629-2	chr2	75589379	75589883	+	13.700000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-1743	chr2-1049
Merged-chr2-105312190-2	chr2	105311998	105312386	+	10.300000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-1765	chr2-1790
Merged-chr11-77217260-2	chr11	77217036	77217489	+	11.250000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1382	chr11-1369
Merged-chr11-78260304-2	chr11	78260089	78260523	+	11.755000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1392	chr11-1103
Merged-chr11-80197804-2	chr11	80197649	80197955	+	9.695000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1398	chr11-2017
Merged-chr2-157975901-2	chr2	157975715	157976091	+	12.200001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr2-1838	chr2-1290
Merged-chr10-121642640-2	chr10	121642450	121642835	+	34.700001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-115	chr10-201
Merged-chr10-116474314-2	chr10	116474127	116474498	+	41.650002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-125	chr10-80
Merged-chr10-23348517-2	chr10	23348349	23348681	+	37.599998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-137	chr10-93
Merged-chr10-36507934-2	chr10	36507778	36508094	+	29.450001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-157	chr10-178
Merged-chr10-79970850-2	chr10	79970588	79971109	+	28.849998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-164	chr10-207
Merged-chr10-22149433-2	chr10	22149230	22149641	+	26.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-177	chr10-298
Merged-chr10-26374501-2	chr10	26374343	26374664	+	32.099998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-185	chr10-144
Merged-chr10-79874240-2	chr10	79874065	79874420	+	31.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-192	chr10-160
Merged-chr10-80368473-2	chr10	80368295	80368648	+	30.549999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-193	chr10-147
Merged-chr10-88886103-2	chr10	88885805	88886406	+	30.049999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-195	chr10-168
Merged-chr10-122448721-2	chr10	122448515	122448932	+	28.650002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-197	chr10-202
Merged-chr12-87299450-2	chr12	87299222	87299683	+	47.050003	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-117	chr12-15
Merged-chr12-44329715-2	chr12	44329463	44329963	+	33.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-120	chr12-171
Merged-chr12-108335349-2	chr12	108335175	108335520	+	35.599998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-158	chr12-123
Merged-chr12-108702010-2	chr12	108701776	108702249	+	32.400002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-159	chr12-168
Merged-chr12-84069235-2	chr12	84069047	84069427	+	29.000000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-179	chr12-219
Merged-chr12-50648015-2	chr12	50647799	50648227	+	29.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-184	chr12-191
Merged-chr12-108274471-2	chr12	108274282	108274664	+	30.200001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-191	chr12-180
Merged-chr12-9914684-2	chr12	9914486	9914878	+	25.100000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-194	chr12-275
Merged-chr12-37108914-2	chr12	37108756	37109068	+	28.650002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-196	chr12-215
Merged-chr1-167002181-2	chr1	167001979	167002387	+	90.149994	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr1-2	chr1-5
Merged-chr1-74855500-2	chr1	74855348	74855654	+	87.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr1-3	chr1-8
Merged-chr14-46389609-2	chr14	46389407	46389807	+	39.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-107	chr14-91
Merged-chr14-57058501-2	chr14	57058255	57058743	+	41.950001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-108	chr14-83
Merged-chr14-12822720-2	chr14	12822562	12822883	+	27.700001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-114	chr14-339
Merged-chr14-115093078-2	chr14	115092865	115093296	+	32.349998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-120	chr14-174
Merged-chr14-59626053-2	chr14	59625875	59626228	+	26.200001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-129	chr14-280
Merged-chr11-86992065-2	chr11	86991792	86992334	+	11.400000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1410	chr11-1296
Merged-chr14-70288913-2	chr14	70288760	70289070	+	28.849998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-144	chr14-201
Merged-chr14-49525950-2	chr14	49525776	49526129	+	21.549999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-152	chr14-522
Merged-chr14-4111046-2	chr14	4110894	4111200	+	30.849998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-167	chr14-247
Merged-chr14-68124236-2	chr14	68124024	68124452	+	28.850000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-172	chr14-157
Merged-chr14-7244723-2	chr14	7244570	7244876	+	37.800003	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-179	chr14-159
Merged-chr11-100639888-2	chr11	100639695	100640078	+	16.650000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1453	chr11-943
Merged-chr11-100983088-2	chr11	100982929	100983244	+	9.695000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr11-1454	chr11-2064
Merged-chr14-17659932-2	chr14	17659766	17660103	+	26.700001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-180	chr14-192
Merged-chr7-44352678-2	chr7	44352510	44352842	+	84.300003	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr7-14	chr7-3
Merged-chr7-81213885-2	chr7	81213634	81214132	+	70.550003	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr7-17	chr7-25
Merged-chr7-99267806-2	chr7	99267637	99267971	+	69.349998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr7-19	chr7-39
Merged-chr7-29019650-2	chr7	29019493	29019812	+	56.400002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr7-53	chr7-74
Merged-chr7-130265574-2	chr7	130265353	130265800	+	51.950001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr7-56	chr7-136
Merged-chr7-114416128-2	chr7	114415961	114416291	+	45.900002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr7-78	chr7-187
Merged-chr7-16475430-2	chr7	16475259	16475606	+	58.300003	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr7-84	chr7-30
Merged-chr16-10784470-2	chr16	10784193	10784744	+	30.549999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-102	chr16-79
Merged-chr16-22657316-2	chr16	22657149	22657480	+	24.049999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-109	chr16-140
Merged-chr16-84702889-2	chr16	84702668	84703115	+	25.299999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-111	chr16-174
Merged-chr16-14706953-2	chr16	14706736	14707166	+	24.049999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-117	chr16-151
Merged-chr16-5307331-2	chr16	5307104	5307555	+	25.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-122	chr16-109
Merged-chr16-65105289-2	chr16	65105041	65105534	+	25.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-128	chr16-137
Merged-chr16-11067534-2	chr16	11067358	11067714	+	29.000000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-136	chr16-94
Merged-chr16-65256284-2	chr16	65256061	65256504	+	29.150000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-141	chr16-82
Merged-chr16-17277769-2	chr16	17277576	17277967	+	19.100000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-145	chr16-246
Merged-chr16-65294762-2	chr16	65294585	65294943	+	24.049999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-150	chr16-138
Merged-chr16-8514472-2	chr16	8514293	8514655	+	21.000000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-152	chr16-193
Merged-chr16-43980940-2	chr16	43980655	43981222	+	23.299999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-158	chr16-142
Merged-chr16-30549530-2	chr16	30549256	30549800	+	16.950001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-168	chr16-310
Merged-chr16-80333639-2	chr16	80333481	80333801	+	18.650000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-177	chr16-259
Merged-chr10-127058788-2	chr10	127058571	127059001	+	23.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-207	chr10-307
Merged-chr16-93713061-2	chr16	93712795	93713323	+	18.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-189	chr16-219
Merged-chr10-40646714-2	chr10	40646516	40646908	+	26.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-210	chr10-299
Merged-chr10-79612741-2	chr10	79612572	79612907	+	25.250000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-216	chr10-301
Merged-chr16-10991784-2	chr16	10991560	10992004	+	14.350000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-190	chr16-378
Merged-chr16-50430166-2	chr16	50430008	50430321	+	26.100000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-197	chr16-87
Merged-chr16-91406442-2	chr16	91406172	91406716	+	17.600000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr16-199	chr16-225
Merged-chr10-80930857-2	chr10	80930616	80931103	+	35.950001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-235	chr10-48
Merged-chr10-26078169-2	chr10	26077982	26078353	+	28.549999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-252	chr10-212
Merged-chr10-59223193-2	chr10	59223035	59223347	+	24.049999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-256	chr10-246
Merged-chr10-62725194-2	chr10	62724986	62725407	+	23.150002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-259	chr10-289
Merged-chr3-116252418-2	chr3	116252231	116252609	+	61.349998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr3-14	chr3-12
Merged-chr10-77969154-2	chr10	77968945	77969368	+	25.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-260	chr10-215
Merged-chr10-3367017-2	chr10	3366747	3367292	+	22.349998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-266	chr10-262
Merged-chr10-8518088-2	chr10	8517788	8518385	+	22.250000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-267	chr10-275
Merged-chr10-8548883-2	chr10	8548705	8549058	+	25.599998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-268	chr10-221
Merged-chr10-45487365-2	chr10	45487170	45487557	+	21.150002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-278	chr10-353
Merged-chr3-27371756-2	chr3	27371557	27371951	+	62.950001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr3-33	chr3-2
Merged-chr3-84259350-2	chr3	84259124	84259581	+	44.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr3-34	chr3-132
Merged-chr10-80386858-2	chr10	80386676	80387036	+	21.099998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-283	chr10-328
Merged-chr10-106470697-2	chr10	106470505	106470893	+	23.900000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-286	chr10-218
Merged-chr10-11080212-2	chr10	11080005	11080423	+	21.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-288	chr10-283
Merged-chr3-8665980-2	chr3	8665808	8666148	+	55.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr3-43	chr3-19
Merged-chr3-31309503-2	chr3	31309331	31309672	+	47.799999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr3-44	chr3-63
Merged-chr10-40645966-2	chr10	40645811	40646118	+	20.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-290	chr10-324
Merged-chr10-61477162-2	chr10	61477002	61477318	+	21.000000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr10-293	chr10-326
Merged-chr3-157567442-2	chr3	157567278	157567603	+	44.700001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr3-69	chr3-96
Merged-chr3-82876252-2	chr3	82876038	82876471	+	43.000000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr3-71	chr3-103
Merged-chr18-23310714-2	chr18	23310436	23310988	+	34.250000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-105	chr18-96
Merged-chr3-110142806-2	chr3	110142517	110143091	+	43.500000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr3-82	chr3-72
Merged-chr3-123447062-2	chr3	123446797	123447324	+	38.699997	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr3-83	chr3-135
Merged-chr18-36961523-2	chr18	36961273	36961777	+	33.950001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-113	chr18-89
Merged-chr3-36689475-2	chr3	36689270	36689685	+	38.849998	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr3-90	chr3-109
Merged-chr18-32940123-2	chr18	32939913	32940337	+	31.000000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-120	chr18-130
Merged-chr18-46199990-2	chr18	46199731	46200254	+	29.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-125	chr18-192
Merged-chr18-67088734-2	chr18	67088450	67089015	+	32.699997	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-127	chr18-137
Merged-chr18-58837706-2	chr18	58837493	58837923	+	30.250000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-134	chr18-154
Merged-chr18-64264702-2	chr18	64264550	64264859	+	28.350000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-135	chr18-149
Merged-chr18-42898884-2	chr18	42898587	42899185	+	24.049999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-153	chr18-268
Merged-chr18-24466916-2	chr18	24466712	24467116	+	27.900002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-156	chr18-160
Merged-chr18-46212060-2	chr18	46211837	46212279	+	27.299999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-162	chr18-238
Merged-chr18-77794533-2	chr18	77794274	77794796	+	28.549999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-181	chr18-150
Merged-chr18-38994940-2	chr18	38994747	38995129	+	27.900002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr18-184	chr18-174
Merged-chr12-15815705-2	chr12	15815437	15815969	+	29.299999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-224	chr12-190
Merged-chr12-110719875-2	chr12	110719711	110720036	+	24.700001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-236	chr12-289
Merged-chr12-74284994-2	chr12	74284790	74285203	+	21.700001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-242	chr12-357
Merged-chr12-105337758-2	chr12	105337521	105337999	+	24.350000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-248	chr12-238
Merged-chr19-6427967-2	chr19	6427812	6428126	+	97.650002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr19-1	chr19-7
Merged-chr19-4989721-2	chr19	4989554	4989884	+	88.750000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr19-4	chr19-3
Merged-chr12-116486304-2	chr12	116486066	116486539	+	20.799999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-259	chr12-351
Merged-chr12-34906035-2	chr12	34905833	34906233	+	19.150000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-263	chr12-380
Merged-chr12-78912740-2	chr12	78912469	78913015	+	26.900000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-267	chr12-157
Merged-chr12-80114057-2	chr12	80113893	80114226	+	25.000000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-268	chr12-202
Merged-chr12-103324914-2	chr12	103324690	103325134	+	22.049999	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-273	chr12-299
Merged-chr12-76177003-2	chr12	76176834	76177169	+	16.650000	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-282	chr12-666
Merged-chr12-32059759-2	chr12	32059544	32059978	+	17.700001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr12-295	chr12-517
Merged-chr1-176274791-2	chr1	176274572	176275014	+	43.150002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr1-104	chr1-158
Merged-chr14-47373605-2	chr14	47373303	47373903	+	18.200001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr14-210	chr14-456
Merged-chr1-171064604-2	chr1	171064443	171064762	+	54.450001	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr1-111	chr1-97
Merged-chr1-190978271-2	chr1	190978046	190978500	+	40.400002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr1-113	chr1-193
Merged-chr1-135584737-2	chr1	135584489	135584982	+	50.150002	K27m3-1-peaks.txt|K27m3-2-peaks.txt	2	chr1-119	chr1-62
